Product Name,Type For,Image Name,Image Name,ActualName,BrandName,ProductDetails,Ingredients,ProductLink
SheaMoisture Mango & Carrot Kids Extra-Nourishing Shampoo (8 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/q/241/shea-moisture-MC-kids-shampoo__47069.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/q/241/shea-moisture-MC-kids-shampoo__47069.jpg,Mango & Carrot Kids Extra-Nourishing Shampoo (8 oz.),SheaMoisture,"<p>Dry, delicate hair. Moisturize, strengthen and grow. Sulfate free.</p> <p>Blended with moisturizing mango butter and carrot oil to nourish and strengthen hair, while protecting against breakage.</p> <p>Mango Butter is a moisture-rich emollient that leaves hair feeling silky smooth. Carrot Oil nourishes hair, helping to prevent breakage and promote growth. Orange Blossom soothes sensitive scalps.</p> <p>No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-mango-carrot-kids-extra-nourishing-shampoo-8-oz/
SheaMoisture Mango & Carrot Kids Extra-Nourishing Conditioner (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/z/924/shea_moisture_MC_kids_conditioner_bob16__25754.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/z/924/shea_moisture_MC_kids_conditioner_bob16__25754.jpg,Mango & Carrot Kids Extra-Nourishing Conditioner (8 oz.),SheaMoisture,"<p>Dry, delicate hair. Moisturize, strengthen and grow. Sulfate free.<br /><br /> This specially formulated conditioner softens and smoothes children's hair, making it easy to detangle and work out knots.<br /><br /> Mango Butter is a moisture-rich emollient that leaves hair feeling silky smooth. Carrot Oil nourishes hair, helping to prevent breakage and promote growth. Orange Blossom soothes sensitive scalps.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-mango-carrot-kids-extra-nourishing-conditioner-8-oz/
SheaMoisture Raw Shea Butter Reconstructive Finishing Elixir (4 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/v/529/sheamoisture-RSB-reconstructive-finishing-elixir-bob16__54423.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/v/529/sheamoisture-RSB-reconstructive-finishing-elixir-bob16__54423.jpg,Raw Shea Butter Reconstructive Finishing Elixir (4 oz.),SheaMoisture,"<p>Dry, damaged hair. Frizz control and shine. Sulfate free &amp; color safe.<br /><br />This lightweight finishing spray for dry, damaged hair conditions and controls frizz while adding brilliant shine. Sea Kelps mineral-rich nutrition seals and smoothes hair cuticles. Argan Oil restores shine while helping promote hair elasticity. Shea Butter deeply moisturizes while conditioning hair and scalp.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-raw-shea-butter-reconstructive-finishing-elixir-4-oz/
SheaMoisture Yucca & Plantain Anti-Breakage Strengthening Conditioner (13 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/x/965/SM_Yucca_Cond__86145.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/x/965/SM_Yucca_Cond__86145.jpg,Yucca & Plantain Anti-Breakage Strengthening Conditioner (13 oz.),SheaMoisture,"<p>Frizzy, split &amp; breaking hair. Moisturize, control &amp; boost shine. Sulfate free &amp; color safe.<br /><br /> This fortifying conditioner detangles and smoothes hair cuticles to reduce frizz and improve the appearance of split ends. Certified organic Shea Butter, Plantain and Yucca combine in a strengthening formula that helps weak hair resist breakage. Baobab Oil and Cilantro Extract help refresh and boost shine.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-yucca-plantain-anti-breakage-strengthening-conditioner-13-oz/
SheaMoisture Yucca & Plantain Anti-Breakage Strengthening Shampoo (13 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/v/832/shea-moisture-YP-anti-breakage-strengthening-shampoo-bob16__44989.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/v/832/shea-moisture-YP-anti-breakage-strengthening-shampoo-bob16__44989.jpg,Yucca & Plantain Anti-Breakage Strengthening Shampoo (13 oz.),SheaMoisture,"<p><span>This Sulfate-free shampoo gently cleanses hair and scalp, removing impurities and product build-up. Smoothes hair cuticles to reduce frizz and improve the appearance of split ends. Certified organic Shea Butter, Plantain and Yucca combine in a strengthening formula that helps weak hair resist breakage. Baobab Oil and Cilantro Extract help refresh and boost shine.&nbsp;</span></p> <p><span>No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.&nbsp;</span></p> <p><span><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></span></p>",,/sheamoisture-yucca-plantain-anti-breakage-strengthening-shampoo-13-oz/
SheaMoisture Yucca & Plantain Anti-Breakage Strengthening Masque (12 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/i/033/sheamoisture_YP_anti_breakage_strengthening_masque_bob16__93582.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/i/033/sheamoisture_YP_anti_breakage_strengthening_masque_bob16__93582.jpg,Yucca & Plantain Anti-Breakage Strengthening Masque (12 oz.),SheaMoisture,"<p>Frizzy, split &amp; breaking hair. Moisturize, control &amp; boost shine. Sulfate free &amp; color safe.<br /><br /> This intensive treatment deeply penetrates to condition and smooth frazzled strands with a nutrient-rich fortifying formula. Transforms frizzy hair into sleek, healthy strands. Helps bind split ends and improves the overall appearance of hair. Certified organic Shea Butter, Plantain and Yucca combine in a strengthening formula that helps weak hair resist breakage. Baobab Oil and Cilantro Extract help refresh and boost shine.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-yucca-plantain-anti-breakage-strengthening-masque-12-oz/
"SheaMoisture Jamaican Black Castor Oil Strengthen, Grow & Restore Styling Lotion (8 oz.)","Curly, Coily",http://shop.naturallycurly.com/product_images/h/598/SM_JBCO_Lotion__05298.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/h/598/SM_JBCO_Lotion__05298.jpg,"Jamaican Black Castor Oil Strengthen, Grow & Restore Styling Lotion (8 oz.)",SheaMoisture,"<p>Natural, chemically processed, color treated or heat styled hair. Moisturize, protect &amp; shine. Sulfate free &amp; color safe.<br /><br /> This precious oil based lotion protects while restoring moisture and lustrous shine to dull damaged or chemically processed hair.&nbsp;<span>Perfect for those who regularly color, straighten, perm or heat style their hair, as well as kinky, curly or wavy natural styles. Nutrient-rich Jamaican Black Castor Oil, certified organic Shea Butter and stimulating Peppermint combine in an ultra-moisturizing formula to protect against the damaging effects of high heat styling, while increasing hair's resistance to breakage. Hair grows strong and healthy.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</span></p> <p><span><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></span></p>",,/sheamoisture-jamaican-black-castor-oil-strengthen-grow-restore-styling-lotion-8-oz/
"SheaMoisture Jamaican Black Castor Oil Strengthen, Grow & Restore Edge Treatment (4 oz.)","Curly, Coily",http://shop.naturallycurly.com/product_images/d/714/sheamoisture_JBCO_edge_treatment_bob16__48375.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/d/714/sheamoisture_JBCO_edge_treatment_bob16__48375.jpg,"Jamaican Black Castor Oil Strengthen, Grow & Restore Edge Treatment (4 oz.)",SheaMoisture,"<p>Natural, chemically processed, color treated or heat styled hair. Anti-reversion, smooth &amp; hold. Sulfate free &amp; color safe.<br /><br /> This precision styling gel provides a touchable hold while nourishing edges. Effectively blocks humidity, while controlling reversion and flyaway hair around edges for sleek, frizz-free styles. Formulated with nutrient-rich Jamaican Black Castor Oil, certified organic Shea Butter and Peppermint to help promote growth by strengthening and conditioning hair.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-jamaican-black-castor-oil-strengthen-grow-restore-edge-treatment-4-oz/
SheaMoisture Yucca & Plantain Anti-Breakage Strengthening Styling Milk (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/z/158/SM_Yucca_Milk__12076.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/z/158/SM_Yucca_Milk__12076.jpg,Yucca & Plantain Anti-Breakage Strengthening Styling Milk (8 oz.),SheaMoisture,"<p>Frizzy, split &amp; breaking hair. Moisturize, control &amp; boost shine. Sulfate free &amp; color safe.<br /><br /> This lightweight cream softens as it works to boost body and strengthen hair. Improves manageability for easy styling. Can be mixed, blended and layered with other products for the ultimate smooth finish. Certified organic Shea Butter, Plantain and Yucca combine in a strengthening formula that helps weak hair resist breakage. Baobab Oil and Cilantro Extract help refresh and boost shine.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-yucca-plantain-anti-breakage-strengthening-styling-milk-8-oz/
"SheaMoisture Jamaican Black Castor Oil Strengthen, Grow & Restore Treatment Masque (12 oz.)","Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/q/603/SJBCO1MAS__15463.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/q/603/SJBCO1MAS__15463.jpg,"Jamaican Black Castor Oil Strengthen, Grow & Restore Treatment Masque (12 oz.)",SheaMoisture,"<p>From the long-running brand SheaMoisture comes a restorative hair mask like no other. Utilizing ingredients like Jamaican Black Castor Oil, Shea Butter, Peppermint, and Keratin this mask can help restore and grow deeply damaged or untreatable hair in less than an hour. That is faster than most professional salons. This mask should be a go-to if you have experienced the backlash of over-straightening and chemical treatment or have naturally kinky and unruly curls or waves.<br /><br /> Sulfate-free, paraben-free, phthalate-free, paraffin-free, gluten-free, propylene glycol-free, mineral oil-free, synthetic fragrance-free, PABA-free, synthetic color-free, DEA-free and no animal testing-free.</p> <p><strong>What it is:</strong> The ultimate restorative hair treatment mask for hair that seems untreatable, damaged, kinky, or/and running out of time.</p> <p><strong>What it does:</strong> Envelopes hair in an ultra-rich, deep conditioning mask. Stimulates hair growth and rejuvenation in under an hour of treatment.<br /><br /> <strong>Key ingredients:</strong> Jamaican Black Castor Oil, delicious and moisturizing Shea Butter, invigorating Peppermint, and essential Keratin.<br /><br /> <strong>NaturallyCurly Recommends:</strong> This product is a hair-superhero because it will save you from bad hair days and whip kinky hair into shape! Use only after shampooing. Apply evenly throughout hair paying attention to ends with any size comb. Can be worn in hair for 10-15 minutes plastic-wrapped under warm dryer or without heat for up to an hour.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p> <p>&nbsp;</p> <p><em>Due to a manufacturer packaging change, item received may vary from product image.</em></p>",,/sheamoisture-jamaican-black-castor-oil-strengthen-grow-restore-treatment-masque-12-oz/
"SheaMoisture Jamaican Black Castor Oil Strengthen, Grow & Restore Hair Serum (2 oz.)",All,http://shop.naturallycurly.com/product_images/u/606/SheaMoisture-Jamaican-BlackCastorOil-HairSerum-2oz__21848.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/u/606/SheaMoisture-Jamaican-BlackCastorOil-HairSerum-2oz__21848.jpg,"Jamaican Black Castor Oil Strengthen, Grow & Restore Hair Serum (2 oz.)",SheaMoisture,"<p>Natural, chemically processed, color treated or heat styled hair. Nourish, heal &amp; grow. Sulfate free &amp; color safe.<br /><br /> An intensive serum perfect for those who regularly color, straighten, perm or heat style their hair, as well as kinky, curly, or wavy natural styles. It nourishes the scalp and hair. Revives dull, damaged or chemically treated hair. Promotes growth by strengthening and conditioning hair, increasing resistance to breakage. Peppermint stimulates circulation promoting enhanced, healthy hair growth.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-jamaican-black-castor-oil-strengthen-grow-restore-hair-serum-2-oz/
